A,A_over_R,B,B_over_R,E,F,F_and_A,F_and_A_over_F,F_and_B,F_and_B_minus_A,F_and_B_over_F,F_fully_applied,F_fully_applied_and_A,F_fully_applied_and_B,F_not_B,R,copy_only_gain,copy_only_percentage_points_on_R,copy_relative_gain_over_A,family,input_profile,population,pre_post_both_checkable,source_records,split,still_unexpressible,validator_profile,vocabulary_profile
24961,0.8320333333333333,25193,0.8397666666666667,16275,13763,10747,0.7808617307273124,10902,155,0.7921238102157959,13763,10747,10902,2861,30000,232,0.7733333333333333,0.009294499419093787,valueRequiresStatement,factorized,parent_pool,22673,30000,val,4807,audited_v3_bounded,clean_parent_train_minocc100
28801,0.9600333333333333,28934,0.9644666666666667,14279,11343,11329,0.9987657586176496,11330,1,0.998853918716389,11343,11329,11330,13,30000,133,0.44333333333333336,0.004617895211971807,valueType,factorized,parent_pool,24795,30000,val,1066,audited_v3_bounded,clean_parent_train_minocc100
855434,0.8953626995881327,860095,0.9002412589425427,594735,321199,312474,0.9728361545334824,313793,1319,0.9769426430343806,312462,303759,305077,7406,955405,4661,0.487855935440991,0.005448696217358674,overall,passive,existing_sample,689433,955405,overall,95310,checked_out_bounded,existing_train_val_minocc100
128026,0.8933126796728906,128759,0.8984272516676435,89158,48117,46829,0.9732319138765925,47018,189,0.9771598395577447,46742,45472,45661,1099,143316,733,0.5114571994752853,0.00572539952822083,overall,passive,existing_sample,103477,143316,test,14557,checked_out_bounded,existing_train_val_minocc100
598857,0.8954482721496937,602110,0.9003123602864325,416325,224774,218664,0.9728171407725092,219606,942,0.9770080169414612,218740,212634,213575,5168,668779,3253,0.48640881367387434,0.005432014654583648,overall,passive,existing_sample,482599,668779,train,66669,checked_out_bounded,existing_train_val_minocc100
128551,0.8970134673086316,129226,0.9017235363896449,89252,48308,46981,0.9725304297424857,47169,188,0.9764221246998427,46980,45653,45841,1139,143310,675,0.47100690810131884,0.005250834299227544,overall,passive,existing_sample,103357,143310,val,14084,checked_out_bounded,existing_train_val_minocc100
94608,0.9403252097165348,94800,0.9422335307915557,98641,55331,55328,0.9999457808461802,55328,0,0.9999457808461802,48770,48770,48770,3,100612,192,0.19083210750208723,0.0020294266869609334,conflictWith,passive,existing_sample,99628,100612,overall,5812,checked_out_bounded,existing_train_val_minocc100
221611,0.9710921615368436,221621,0.9711359812101241,228160,132079,130339,0.9868260662179453,130344,5,0.9868639223495029,131439,129699,129704,1735,228208,10,0.004381967328051602,4.5124113875213773e-05,distinct,passive,existing_sample,228182,228208,overall,6587,checked_out_bounded,existing_train_val_minocc100
68861,0.9786813717826637,69011,0.9808132346043973,70146,7653,6222,0.8130145041160329,6371,149,0.832483993205279,7213,5784,5933,1282,70361,150,0.21318628217336308,0.0021783012154920783,inverse,passive,existing_sample,70361,70361,overall,1350,checked_out_bounded,existing_train_val_minocc100
55114,0.5511455114551146,57171,0.5717157171571716,8741,8616,6963,0.8081476323119777,7148,185,0.8296193129062209,8613,6960,7145,1468,99999,2057,2.057020570205702,0.037322640345465764,itemRequiresStatement,passive,existing_sample,26320,99999,overall,42828,checked_out_bounded,existing_train_val_minocc100
6795,0.9912472647702407,6803,0.9924142961342086,6855,6855,6795,0.9912472647702407,6803,8,0.9924142961342086,6553,6494,6502,52,6855,8,0.11670313639679067,0.001177336276674025,oneOf,passive,existing_sample,6855,6855,overall,52,checked_out_bounded,existing_train_val_minocc100
104515,0.8729734470402513,105193,0.8786365192987146,109733,66142,65808,0.9949502585346678,66131,323,0.9998336911493454,65497,65175,65497,11,119723,678,0.5663072258463286,0.006487107113811415,single,passive,existing_sample,119723,119723,overall,14530,checked_out_bounded,existing_train_val_minocc100
29206,0.9852911409486539,29252,0.9868429930504015,29625,29625,29191,0.9853502109704642,29236,45,0.9868691983122363,29593,29162,29207,389,29642,46,0.15518521017475204,0.0015750188317469012,symmetric,passive,existing_sample,29642,29642,overall,390,checked_out_bounded,existing_train_val_minocc100
95427,0.9542413727588173,95792,0.9578912632621022,2255,901,901,1.0,901,0,1.0,859,859,859,0,100003,365,0.36498905032849016,0.003824913284500194,type,passive,existing_sample,14709,100003,overall,4211,checked_out_bounded,existing_train_val_minocc100
83223,0.8322133557328854,83982,0.8398032039359212,12113,12113,9044,0.7466358457855197,9648,604,0.7964996284983076,12063,8994,9598,2465,100002,759,0.7589848203035939,0.009120074979272558,valueRequiresStatement,passive,existing_sample,58621,100002,overall,16020,checked_out_bounded,existing_train_val_minocc100
96074,0.96074,96470,0.9647,28466,1884,1883,0.9994692144373672,1883,0,0.9994692144373672,1862,1862,1862,1,100000,396,0.396,0.00412182276162125,valueType,passive,existing_sample,35392,100000,overall,3530,checked_out_bounded,existing_train_val_minocc100
14186,0.9399059166501027,14217,0.9419598489365931,14812,8362,8359,0.9996412341545085,8359,0,0.9996412341545085,7324,7324,7324,3,15093,31,0.2053932286490426,0.0021852530664034963,conflictWith,passive,existing_sample,14945,15093,test,876,checked_out_bounded,existing_train_val_minocc100
33226,0.970612292591727,33226,0.970612292591727,34223,19763,19514,0.9874006982745535,19514,0,0.9874006982745535,19646,19397,19397,249,34232,0,0.0,0.0,distinct,passive,existing_sample,34228,34232,test,1006,checked_out_bounded,existing_train_val_minocc100
10380,0.9806329711856401,10402,0.9827113840340104,10547,1135,940,0.8281938325991189,962,22,0.8475770925110132,1075,882,904,173,10585,22,0.20784128483703354,0.002119460500963391,inverse,passive,existing_sample,10585,10585,test,183,checked_out_bounded,existing_train_val_minocc100
8102,0.5401333333333334,8421,0.5614,1282,1267,1027,0.8105761641673244,1047,20,0.8263614838200474,1265,1025,1045,220,15000,319,2.1266666666666665,0.03937299432238953,itemRequiresStatement,passive,existing_sample,3909,15000,test,6579,checked_out_bounded,existing_train_val_minocc100
1010,0.9824902723735408,1018,0.9902723735408561,1028,1028,1010,0.9824902723735408,1018,8,0.9902723735408561,988,971,979,10,1028,8,0.7782101167315175,0.007920792079207921,oneOf,passive,existing_sample,1028,1028,test,10,checked_out_bounded,existing_train_val_minocc100
15608,0.8691391023499276,15707,0.8746519656977392,16399,9908,9855,0.9946507872426322,9900,45,0.9991925716592652,9815,9770,9815,8,17958,99,0.5512863347811561,0.0063429010763710915,single,passive,existing_sample,17958,17958,test,2251,checked_out_bounded,existing_train_val_minocc100
4353,0.985733695652174,4357,0.9866394927536232,4412,4412,4351,0.9861740707162284,4354,3,0.9868540344514959,4406,4348,4351,58,4416,4,0.09057971014492754,0.0009189065012634965,symmetric,passive,existing_sample,4416,4416,test,59,checked_out_bounded,existing_train_val_minocc100
14282,0.9520063991467804,14349,0.9564724703372883,349,143,143,1.0,143,0,1.0,135,135,135,0,15002,67,0.4466071190507932,0.004691219717126453,type,passive,existing_sample,2201,15002,test,653,checked_out_bounded,existing_train_val_minocc100
12483,0.8320335932813437,12605,0.8401653002732786,1828,1828,1360,0.7439824945295405,1451,91,0.7937636761487965,1823,1355,1446,377,15003,122,0.8131706991934946,0.009773291676680285,valueRequiresStatement,passive,existing_sample,8863,15003,test,2398,checked_out_bounded,existing_train_val_minocc100
14396,0.9597973198213214,14457,0.9638642576171744,4278,271,270,0.996309963099631,270,0,0.996309963099631,265,265,265,1,14999,61,0.40669377958530567,0.00423728813559322,valueType,passive,existing_sample,5344,14999,test,542,checked_out_bounded,existing_train_val_minocc100
66210,0.9401223962400784,66341,0.9419824783108751,69023,38610,38610,1.0,38610,0,1.0,34084,34084,34084,0,70427,131,0.18600820707967114,0.0019785530886573025,conflictWith,passive,existing_sample,69730,70427,train,4086,checked_out_bounded,existing_train_val_minocc100
155110,0.9709971641949882,155119,0.9710535046919114,159708,92538,91319,0.9868270332187858,91324,5,0.9868810650759688,92097,90878,90883,1214,159743,9,0.005634049692318286,5.802333827606215e-05,distinct,passive,existing_sample,159724,159743,train,4624,checked_out_bounded,existing_train_val_minocc100
48187,0.978277199179812,48292,0.9804088758958117,49102,5394,4378,0.8116425658138673,4482,104,0.8309232480533927,5072,4056,4160,912,49257,105,0.21316767159997563,0.002179010936559653,inverse,passive,existing_sample,49257,49257,train,965,checked_out_bounded,existing_train_val_minocc100
38643,0.5520349709289867,40078,0.5725346780760275,6177,6080,4928,0.8105263157894737,5064,136,0.8328947368421052,6080,4928,5064,1016,70001,1435,2.0499707147040755,0.03713479802292783,itemRequiresStatement,passive,existing_sample,18482,70001,train,29923,checked_out_bounded,existing_train_val_minocc100
4765,0.9931221342225928,4765,0.9931221342225928,4798,4798,4765,0.9931221342225928,4765,0,0.9931221342225928,4581,4548,4548,33,4798,0,0.0,0.0,oneOf,passive,existing_sample,4798,4798,train,33,checked_out_bounded,existing_train_val_minocc100
73185,0.8732564105623635,73659,0.87891226269882,76834,46161,45932,0.995039102272481,46158,226,0.9999350100734387,45727,45502,45727,3,83807,474,0.5655852136456382,0.006476737036277926,single,passive,existing_sample,83807,83807,train,10148,checked_out_bounded,existing_train_val_minocc100
20431,0.9848638226078573,20462,0.9863581585924319,20733,20733,20419,0.9848550619784884,20450,31,0.9863502628659625,20715,20401,20432,283,20745,31,0.14943359845745963,0.0015173021389065637,symmetric,passive,existing_sample,20745,20745,train,283,checked_out_bounded,existing_train_val_minocc100
66795,0.9542142857142857,67053,0.9579,1579,622,622,1.0,622,0,1.0,595,595,595,0,70000,258,0.36857142857142855,0.0038625645632158097,type,passive,existing_sample,10293,70000,train,2947,checked_out_bounded,existing_train_val_minocc100
58264,0.8323428571428572,58806,0.8400857142857143,8494,8494,6347,0.7472333411820108,6787,440,0.7990346126677654,8456,6309,6749,1707,70000,542,0.7742857142857142,0.009302485239599066,valueRequiresStatement,passive,existing_sample,41037,70000,train,11194,checked_out_bounded,existing_train_val_minocc100
67267,0.9609434150940701,67535,0.9647719318295452,19877,1344,1344,1.0,1344,0,1.0,1333,1333,1333,0,70001,268,0.38285167354752075,0.003984122972631453,valueType,passive,existing_sample,24726,70001,train,2466,checked_out_bounded,existing_train_val_minocc100
14212,0.9416909620991254,14242,0.9436787702093824,14806,8359,8359,1.0,8359,0,1.0,7362,7362,7362,0,15092,30,0.198780811025709,0.0021108922037714607,conflictWith,passive,existing_sample,14953,15092,val,850,checked_out_bounded,existing_train_val_minocc100
33275,0.9720153068676424,33276,0.9720445184471125,34229,19778,19506,0.9862473455354435,19506,0,0.9862473455354435,19696,19424,19424,272,34233,1,0.002921157947010195,3.005259203606311e-05,distinct,passive,existing_sample,34230,34233,val,957,checked_out_bounded,existing_train_val_minocc100
10294,0.97861013404316,10317,0.9807966536743037,10497,1124,904,0.8042704626334519,927,23,0.8247330960854092,1066,846,869,197,10519,23,0.2186519631143645,0.0022343112492714205,inverse,passive,existing_sample,10519,10519,val,202,checked_out_bounded,existing_train_val_minocc100
8369,0.558007734364582,8672,0.5782104280570742,1282,1269,1008,0.7943262411347518,1037,29,0.8171788810086682,1268,1007,1036,232,14998,303,2.0202693692492333,0.03620504241844904,itemRequiresStatement,passive,existing_sample,3929,14998,val,6326,checked_out_bounded,existing_train_val_minocc100
1020,0.9912536443148688,1020,0.9912536443148688,1029,1029,1020,0.9912536443148688,1020,0,0.9912536443148688,984,975,975,9,1029,0,0.0,0.0,oneOf,passive,existing_sample,1029,1029,val,9,checked_out_bounded,existing_train_val_minocc100
15722,0.8754872480231651,15827,0.8813342243011472,16500,10073,10021,0.9948376849002283,10073,52,1.0,9955,9903,9955,0,17958,105,0.5846976277981958,0.006678539626001781,single,passive,existing_sample,17958,17958,val,2131,checked_out_bounded,existing_train_val_minocc100
4422,0.9868332961392546,4433,0.9892881053336309,4480,4480,4421,0.9868303571428572,4432,11,0.9892857142857143,4472,4413,4424,48,4481,11,0.24548091943762554,0.0024875621890547263,symmetric,passive,existing_sample,4481,4481,val,48,checked_out_bounded,existing_train_val_minocc100
14350,0.9566028931404573,14390,0.9592693820411973,327,136,136,1.0,136,0,1.0,129,129,129,0,15001,40,0.26664889007399506,0.0027874564459930314,type,passive,existing_sample,2215,15001,val,611,checked_out_bounded,existing_train_val_minocc100
12476,0.8317887859190612,12571,0.8381225415027669,1791,1791,1337,0.7465103294249023,1410,73,0.7872696817420436,1784,1330,1403,381,14999,95,0.633375558370558,0.007614620070535428,valueRequiresStatement,passive,existing_sample,8721,14999,val,2428,checked_out_bounded,existing_train_val_minocc100
14411,0.9607333333333333,14478,0.9652,4311,269,269,1.0,269,0,1.0,264,264,264,0,15000,67,0.44666666666666666,0.004649226285476372,valueType,passive,existing_sample,5322,15000,val,522,checked_out_bounded,existing_train_val_minocc100
855434,0.8953626995881327,860114,0.9002611457968087,594735,321199,312474,0.9728361545334824,313795,1321,0.9769488697038284,312462,303759,305079,7404,955405,4680,0.4898446208675902,0.00547090716525179,overall,factorized,existing_sample,689433,955405,overall,95291,checked_out_bounded,existing_train_val_minocc100
128026,0.8933126796728906,128778,0.8985598258394039,89158,48117,46829,0.9732319138765925,47020,191,0.977201404908868,46742,45472,45663,1097,143316,752,0.524714616651316,0.005873806882976895,overall,factorized,existing_sample,103477,143316,test,14538,checked_out_bounded,existing_train_val_minocc100
598857,0.8954482721496937,602110,0.9003123602864325,416325,224774,218664,0.9728171407725092,219606,942,0.9770080169414612,218740,212634,213575,5168,668779,3253,0.48640881367387434,0.005432014654583648,overall,factorized,existing_sample,482599,668779,train,66669,checked_out_bounded,existing_train_val_minocc100
128551,0.8970134673086316,129226,0.9017235363896449,89252,48308,46981,0.9725304297424857,47169,188,0.9764221246998427,46980,45653,45841,1139,143310,675,0.47100690810131884,0.005250834299227544,overall,factorized,existing_sample,103357,143310,val,14084,checked_out_bounded,existing_train_val_minocc100
94608,0.9403252097165348,94800,0.9422335307915557,98641,55331,55328,0.9999457808461802,55328,0,0.9999457808461802,48770,48770,48770,3,100612,192,0.19083210750208723,0.0020294266869609334,conflictWith,factorized,existing_sample,99628,100612,overall,5812,checked_out_bounded,existing_train_val_minocc100
221611,0.9710921615368436,221621,0.9711359812101241,228160,132079,130339,0.9868260662179453,130344,5,0.9868639223495029,131439,129699,129704,1735,228208,10,0.004381967328051602,4.5124113875213773e-05,distinct,factorized,existing_sample,228182,228208,overall,6587,checked_out_bounded,existing_train_val_minocc100
68861,0.9786813717826637,69011,0.9808132346043973,70146,7653,6222,0.8130145041160329,6371,149,0.832483993205279,7213,5784,5933,1282,70361,150,0.21318628217336308,0.0021783012154920783,inverse,factorized,existing_sample,70361,70361,overall,1350,checked_out_bounded,existing_train_val_minocc100
55114,0.5511455114551146,57183,0.5718357183571836,8741,8616,6963,0.8081476323119777,7148,185,0.8296193129062209,8613,6960,7145,1468,99999,2069,2.069020690206902,0.03754037086765613,itemRequiresStatement,factorized,existing_sample,26320,99999,overall,42816,checked_out_bounded,existing_train_val_minocc100
6795,0.9912472647702407,6803,0.9924142961342086,6855,6855,6795,0.9912472647702407,6803,8,0.9924142961342086,6553,6494,6502,52,6855,8,0.11670313639679067,0.001177336276674025,oneOf,factorized,existing_sample,6855,6855,overall,52,checked_out_bounded,existing_train_val_minocc100
104515,0.8729734470402513,105193,0.8786365192987146,109733,66142,65808,0.9949502585346678,66131,323,0.9998336911493454,65497,65175,65497,11,119723,678,0.5663072258463286,0.006487107113811415,single,factorized,existing_sample,119723,119723,overall,14530,checked_out_bounded,existing_train_val_minocc100
29206,0.9852911409486539,29252,0.9868429930504015,29625,29625,29191,0.9853502109704642,29236,45,0.9868691983122363,29593,29162,29207,389,29642,46,0.15518521017475204,0.0015750188317469012,symmetric,factorized,existing_sample,29642,29642,overall,390,checked_out_bounded,existing_train_val_minocc100
95427,0.9542413727588173,95795,0.9579212623621292,2255,901,901,1.0,901,0,1.0,859,859,859,0,100003,368,0.36798896033119005,0.003856350927934442,type,factorized,existing_sample,14709,100003,overall,4208,checked_out_bounded,existing_train_val_minocc100
83223,0.8322133557328854,83984,0.8398232035359293,12113,12113,9044,0.7466358457855197,9650,606,0.796664740361595,12063,8994,9600,2463,100002,761,0.7609847803043939,0.009144106797399758,valueRequiresStatement,factorized,existing_sample,58621,100002,overall,16018,checked_out_bounded,existing_train_val_minocc100
